NO,Customer_ID,Response,Sex,Age,Card_type,Shopping,Cashing,ETC,Card_contraction,Card_grade,Job,On_the_job,marriage,questionnaire1,questionnaire2,questionnaire3,questionnaire4,questionnaire5,expiration_date,onlineservice_avg_mon,cashing_avg_mon,food_avg_mon,speciality_avg_mon,general_avg_mon,network_avg_mon,onlineshopping_avg_mon,beauty_avg_mon,amusement_avg_mon,travel_avg_mon,onlineservice_avg_lmon,cashing_avg_lmon,food_avg_lmon,speciality_avg_lmon,general_avg_lmon,network_avg_lmon,onlineshopping_avg_lmon,beauty_avg_lmon,amusement_avg_lmon,travel_avg_lmon,shopping_avg,cashing_avg,ETC_avg,shopping_rec,cashing_rec,ETC_rec,No_records,max_used_date,min_used_date,No_function,No_member_store_use,No_category_use,max_charge,min_charge,avg_charge,charge_avg_per_mon,charge_lmon,charge_Monday,charge_Tuesday,charge_Wednesday,charge_Friday,charge_Thursday,charge_Saturday,charge_Sunday,generation,contraction_year,contraction_mon,contraction_day,contraction_day_JP
73,80006514,no reply,F,38,original,1,1,0,2003/03/14,gold card,,not working,married,0,0,0,0,0,2019/03/16,9010,14342,,6920,22120,4680,,,,7510,9010,14630,,4710,22120,4680,,,,7510,11432,14342.5,,22120,14630,,10,2012/08/01,2010/06/01,2,6,6,22120,4680,11453,14316,22120,,9130,31130,21400,33190,7490,12190,30s,2003,3,6,Friday
74,80006588,no reply,M,35,original,0,0,0,2003/01/31,silver card (classic),lawyer,working,unmarried,0,0,0,0,0,2019/01/16,,50597,,31960,81020,,,,,58072,,18300,,35280,81020,,,,,9200,37220,50597.5,70290,9200,18300,22720,14,2012/09/01,2010/03/01,3,7,4,137160,3380,47832,60877,18300,81020,242080,35280,73030,,18300,219940,30s,2003,1,6,Friday
75,80006859,reply,M,42,original,1,1,1,2003/01/05,gold card(superior),sole proprietorship,working,unmarried,0,0,0,0,0,2019/01/16,3820,52795,,148280,93230,17610,,,26930,104291,3820,13860,,148280,36710,17610,,,49990,34170,55525,52795,113056,34170,13860,371400,21,2012/08/01,2010/02/01,3,8,7,207010,3820,74277,91754,34170,75330,168870,70880,468760,518110,198270,59610,40s,2003,1,1,Sunday
76,80007064,no reply,M,43,original,1,0,0,2003/01/22,gold card(superior),general payer1,working,unmarried,0,0,0,0,0,2019/01/16,,19985,3030,9002,,14780,,,,56590,,13990,3030,23490,,14780,,,,56590,8970,19985,56590,3030,13990,56590,9,2012/11/01,2010/10/01,3,8,5,56590,3030,16708,16708,3030,13990,25980,23490,61190,6150,,19580,40s,2003,1,4,Wednesday
77,80007261,reply,F,22,original,1,0,0,2003/02/20,loyal card,student,not working,unmarried,4,1,5,5,3,2019/02/16,,4190,,3990,,,,,3260,,,4190,,3990,,,,,3260,,3625,4190,,3990,4190,,3,2011/08/01,2011/01/01,2,3,3,4190,3260,3813,5720,8180,8180,,,,,3260,,20s,2003,2,5,Thursday
78,80007497,no reply,M,26,affiliated card A,1,1,1,2003/02/10,silver card,general payer1,working,unmarried,0,0,0,0,0,2019/02/16,,37480,54600,,22020,,,,,10250,,37480,54600,,22020,,,,,10840,38310,37480,10250,54600,37480,10840,5,2011/06/01,2010/04/01,3,4,4,54600,9660,26920,26920,54600,,10840,54600,,22020,9660,37480,20s,2003,2,2,Monday
79,80007601,no reply,M,34,original,1,1,0,2003/03/02,silver card,general payer1,working,unmarried,0,0,0,0,0,2019/03/16,,4420,,10805,,23220,,,,50080,,4420,,14350,,23220,,,,50080,14943.3,4420,50080,14350,4420,50080,5,2012/10/01,2010/09/01,3,5,4,50080,4420,19866,19866,4420,4420,,23220,14350,,57340,,30s,2003,3,1,Sunday
80,80007839,no reply,M,18,affiliated card A,1,0,0,2003/04/07,silver card,student,not working,unmarried,0,0,0,0,0,2019/04/16,,3036,3540,9540,,,13890,,,7750,,4010,3540,9540,,,13890,,,7750,13485,3036.67,7750,23430,4010,7750,7,2012/01/01,2010/10/01,3,5,5,13890,2290,6261,7305,4010,,2290,6350,7750,,23430,4010,10s,2003,4,2,Monday
81,80007859,no reply,F,18,original,1,1,0,2003/03/31,silver card,student,not working,unmarried,0,0,0,0,0,2019/03/16,11280,2455,,,,,,,,,11280,2150,,,,,,,,,11280,2455,,11280,2150,,3,2012/02/01,2010/09/01,2,2,2,11280,2150,5396,5396,2150,,11280,4910,,,,,10s,2003,3,2,Monday
82,80007880,no reply,F,46,affiliated card A,0,1,1,2003/02/13,loyal card,other,working,unmarried,0,0,0,0,0,2019/02/16,3490,,,28890,,,,,,12915,3490,,,28890,,,,,,15130,32380,,12915,32380,,15130,4,2012/10/01,2010/09/01,2,3,3,28890,3490,14552,19403,15130,47510,,10700,,,,,40s,2003,2,5,Thursday
83,80007941,no reply,M,30,affiliated card B,1,1,1,2003/04/03,platinum card,general payer1,working,married,0,0,0,0,0,2019/04/16,,62166,,,16030,,,,,21910,,55000,,,16030,,,,,21910,16030,62166.7,21910,16030,55000,21910,5,2011/09/01,2010/05/01,3,3,3,99670,16030,44888,44888,21910,,,,71030,21910,31830,99670,30s,2003,4,5,Thursday
84,80007980,no reply,M,29,original,1,0,0,2003/04/09,gold card,general payer1,working,unmarried,0,0,0,0,0,2019/04/16,,28220,20380,14720,,,,,,,,28220,20380,14720,,,,,,,17550,28220,,14720,28220,,3,2012/08/01,2011/04/01,2,3,3,28220,14720,21106,21106,28220,,,28220,20380,14720,,,20s,2003,4,4,Wednesday
85,80007998,no reply,F,28,original,0,1,0,2003/04/01,gold card,,not working,married,0,0,0,0,0,2019/03/16,,6725,,24110,,3810,,14120,,,,4550,,35470,,3810,,14120,,,16537.5,6725,,35470,4550,,8,2012/09/01,2011/01/01,2,5,4,35470,2770,11631,13292,40020,12750,14800,14120,,6580,44800,,20s,2003,4,3,Tuesday
86,80008017,no reply,F,17,affiliated card A,1,0,0,2003/03/29,gold card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,3180,,7310,,4690,,,,,,3180,,7310,,4690,,,,,6000,3180,,7310,3180,,3,2012/10/01,2011/06/01,2,3,3,7310,3180,5060,5060,7310,7310,,3180,,,4690,,10s,2003,3,7,Saturday
87,80008174,no reply,M,42,affiliated card B,1,0,0,2003/01/17,silver card (classic),,not working,unmarried,0,0,0,0,0,2019/01/16,,16380,28350,42870,,,,,5950,89185,,16380,28350,42870,,,,,5950,51690,66970,16380,55343.3,5950,16380,51690,8,2012/08/01,2010/08/01,3,6,5,190710,5950,56286,56286,51690,190710,121790,51690,,16380,5950,63770,40s,2003,1,6,Friday
88,80008291,no reply,F,23,affiliated card C,1,0,0,2003/03/22,silver card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,,,6940,5940,,,,,9640,,,,6940,5940,,,,,9640,7506.67,,,5940,,,3,2012/01/01,2010/04/01,1,3,3,9640,5940,7506,7506,5940,,,,,9640,,12880,20s,2003,3,7,Saturday
89,80008370,no reply,F,24,original,1,0,1,2003/01/22,gold card(superior),student,not working,unmarried,0,0,0,0,0,2019/01/16,,,,3735,3870,,,,,,,,,3760,3870,,,,,,3780,,,3870,,,3,2012/10/01,2010/07/01,1,3,2,3870,3710,3780,3780,3870,3870,,,,3710,3760,,20s,2003,1,4,Wednesday
90,80008495,no reply,M,34,original,1,0,0,2003/04/06,silver card,sole proprietorship,working,unmarried,0,0,0,0,0,2019/04/16,30860,16680,22010,131720,,97435,,,,114653,30860,16680,22010,131720,,192370,,,,137870,75892,16680,114653,30860,16680,137870,9,2012/09/01,2010/07/01,3,7,6,192370,2500,82233,92512,30860,,2500,131720,22010,398460,168730,16680,30s,2003,4,1,Sunday
91,80008546,reply,M,47,original,0,1,0,2003/03/10,platinum loyal card,part time job,working,unmarried,2,1,3,1,3,2019/03/16,,21370,,,4430,,,,,,,21370,,,4430,,,,,,4430,21370,,4430,21370,,2,2011/04/01,2010/12/01,2,2,2,21370,4430,12900,12900,21370,,,4430,21370,,,,40s,2003,3,2,Monday
92,80008971,no reply,F,26,affiliated card A,0,0,0,2003/03/29,gold card,part time job,working,unmarried,0,0,0,0,0,2019/03/16,,4046,,9750,13680,8120,,,,,,5760,,9750,13680,8120,,,,,10516.7,4046.67,,13680,5760,,6,2012/08/01,2010/11/01,2,4,4,13680,3020,7281,7281,13680,3360,5760,13680,9750,,11140,,20s,2003,3,7,Saturday
93,80009277,no reply,M,42,original,1,0,0,2003/01/26,silver card (classic),general payer1,working,unmarried,0,0,0,0,0,2019/01/16,36220,35197,,34265,,,,,,32728,36220,48460,,30220,,,,,,23680,32927.5,35197.5,33882,36220,48460,23680,13,2012/10/01,2010/04/01,3,5,4,109730,4600,33993,36825,23680,23680,,81340,180770,43650,74160,38310,40s,2003,1,1,Sunday
94,80009405,reply,F,35,original,1,1,0,2003/02/04,loyal card,part time job,working,unmarried,3,1,5,5,4,2019/02/16,,17545,14190,,,13960,,,,,,20190,14190,,,13960,,,,,14075,17545,,13960,20190,,4,2012/11/01,2010/07/01,2,3,3,20190,13960,15810,15810,20190,,,,,35090,13960,14190,30s,2003,2,3,Tuesday
95,80009542,no reply,M,46,affiliated card C,0,1,0,2003/04/09,platinum card,general payer1,working,married,0,0,0,0,0,2019/04/16,,5045,,,,,,,,25160,,2640,,,,,,,,25160,,5045,25160,,2640,25160,3,2012/08/01,2010/04/01,2,2,2,25160,2640,11750,11750,2640,,,2640,,7450,,25160,40s,2003,4,4,Wednesday
96,80009585,reply,M,35,affiliated card B,1,0,1,2003/01/25,gold card(superior),general payer1,working,married,0,0,0,0,0,2019/01/16,,8155,,,,,,,,10790,,12130,,,,,,,,10790,,8155,10790,,12130,10790,3,2012/10/01,2012/05/01,2,2,2,12130,4180,9033,9033,10790,10790,4180,,,,,12130,30s,2003,1,7,Saturday
97,80009667,reply,M,51,original,1,1,1,2003/01/30,loyal(platinum)card,lawyer,working,married,2,3,2,3,4,2019/01/16,,12270,,2660,12820,26615,61830,,,55368,,8890,,2660,12820,38720,61830,,,2940,43898,12270,60280,12820,8890,2940,16,2012/10/01,2010/05/01,3,8,6,98110,2660,31088,41451,8890,90220,87260,59670,,14840,232140,13290,50s,2003,1,5,Thursday
98,80009689,no reply,M,47,affiliated card A,1,1,1,2003/03/02,gold card,sole proprietorship,working,married,0,0,0,0,0,2019/03/16,,18340,,27030,42030,6050,,,,55031,,18340,,48800,10150,6050,,,,105430,28834,18340,55031.7,6050,18340,105430,12,2012/09/01,2010/08/01,3,7,5,119180,5260,41058,49270,6050,59950,,16860,138370,93340,54850,129330,40s,2003,3,1,Sunday
99,80009802,no reply,M,38,affiliated card A,0,1,1,2003/03/11,platinum loyal card,lawyer,working,unmarried,0,0,0,0,0,2019/03/16,,7670,,85130,40920,,,,38800,32648,,7670,,85130,40920,,,,38800,66800,54950,7670,32648,38800,7670,66800,9,2012/02/01,2010/07/01,3,5,5,85130,7670,37306,37306,66800,79720,7670,66800,54710,97260,,29600,30s,2003,3,3,Tuesday
100,80009928,no reply,F,23,affiliated card A,1,1,0,2003/03/26,gold card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,3395,,4220,2600,,,,,,,2620,,4220,2600,,,,,,3410,3395,,2600,2620,,4,2012/05/01,2011/04/01,2,3,3,4220,2600,3402,3402,2600,,5220,,4220,,,4170,20s,2003,3,4,Wednesday
101,80010158,no reply,F,48,affiliated card B,1,0,1,2003/01/09,silver card (classic),lawyer,working,unmarried,0,0,0,0,0,2019/01/16,12320,,,,,,,,,,12320,,,,,,,,,,12320,,,12320,,,1,2011/06/01,2011/06/01,1,1,1,12320,12320,12320,12320,12320,,,12320,,,,,40s,2003,1,5,Thursday
102,80010200,no reply,F,27,affiliated card A,1,0,1,2003/03/26,gold card,general payer1,working,married,0,0,0,0,0,2019/03/16,,19455,14640,7930,,52610,,,,13195,,19390,9430,7930,,52610,,,,19980,20892,19455,13195,9430,19390,19980,9,2012/06/01,2010/04/01,3,5,5,52610,6410,18862,18862,9430,,7930,,34180,78410,39500,9740,20s,2003,3,4,Wednesday
103,80010257,reply,M,48,original,0,0,0,2003/03/07,platinum loyal card,general payer1,working,unmarried,2,3,4,3,3,2019/03/16,,71465,28840,29500,31300,,,,,29920,,92830,28840,29500,31300,,,,,29920,29880,71465,29920,31300,92830,29920,7,2012/11/01,2010/11/01,3,6,5,92830,11360,37498,43748,31300,29500,50100,92830,,31300,,58760,40s,2003,3,6,Friday
104,80010367,no reply,F,46,affiliated card B,1,1,0,2003/03/01,silver card,general payer1,working,unmarried,0,0,0,0,0,2019/02/16,29010,53900,,,,,,,,,29010,53840,,,,,,,,,29010,53900,,29010,53840,,7,2012/08/01,2010/07/01,2,2,2,114010,4130,42644,59702,53840,,,53840,,149810,58390,36470,40s,2003,3,7,Saturday
105,80010473,no reply,M,26,original,1,0,1,2003/02/05,silver card,,not working,unmarried,0,0,0,0,0,2019/02/16,,7170,,29650,,4320,,,,4365,,7170,,29650,,4320,,,,4420,16985,7170,4365,4320,7170,4420,5,2012/07/01,2010/03/01,3,4,4,29650,4310,9974,12467,4320,11480,,,29650,,4420,4320,20s,2003,2,4,Wednesday
106,80010513,no reply,F,35,original,0,0,1,2003/01/07,gold card(superior),general payer1,working,married,0,0,0,0,0,2019/01/16,13690,43475,,127580,23985,,,,,54740,13690,30590,,127580,31600,,,,,54740,47310,43475,54740,127580,30590,54740,9,2012/03/01,2010/02/01,3,7,5,70180,2630,36770,47275,54740,16370,31600,,,182320,70050,30590,30s,2003,1,3,Tuesday
107,80010533,no reply,F,24,affiliated card A,1,0,0,2003/02/08,loyal card,general payer1,working,married,0,0,0,0,0,2019/02/16,35680,,55750,6240,5680,30260,,,,,35680,,9740,6240,6220,6530,,,,,36508.6,,,6220,,,9,2012/03/01,2010/05/01,1,7,5,101760,5140,28395,36508,6220,,5140,6240,101760,50710,91710,,20s,2003,2,7,Saturday
108,80010595,no reply,F,37,affiliated card A,1,1,0,2003/01/05,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,,28150,,17320,,,,,,11540,,15150,,17320,,,,,,19490,17320,28150,11540,17320,15150,19490,6,2012/10/01,2010/04/01,3,3,3,57460,3590,20808,20808,15150,15150,19490,,61050,11840,,17320,30s,2003,1,1,Sunday
109,80010633,no reply,F,28,original,0,1,1,2003/03/02,gold card,general payer1,working,married,0,0,0,0,0,2019/03/16,,60060,,112290,,,,,,13866,,60060,,112290,,,,,,12350,112290,60060,13866.7,112290,60060,12350,5,2012/11/01,2010/12/01,3,3,3,112290,8080,42790,42790,12350,,,120370,21170,12350,60060,,20s,2003,3,1,Sunday
110,80010728,no reply,M,28,affiliated card C,1,1,0,2003/03/27,silver card,part time job,working,married,0,0,0,0,0,2019/03/16,,,,17833,,,,,,,,,,14510,,,,,,,17833.3,,,14510,,,3,2011/10/01,2010/04/01,1,2,1,28880,10110,17833,17833,14510,,,,,28880,14510,10110,20s,2003,3,5,Thursday
111,80010810,reply,F,30,affiliated card A,0,0,0,2003/02/11,silver card,,not working,married,0,0,0,0,0,2019/02/16,35960,10165,,7363,11070,,,,8770,,35960,3680,,2960,11070,,,,8770,,12981.7,10165,,11070,3680,,8,2012/11/01,2010/04/01,2,7,5,35960,2960,12277,12277,11070,,9060,,,44430,8770,35960,30s,2003,2,3,Tuesday
112,80011191,no reply,M,28,original,1,1,0,2003/03/24,silver card,general payer1,working,unmarried,0,0,0,0,0,2019/03/16,,,,,,,,,,2680,,,,,,,,,,2680,,,2680,,,2680,1,2012/06/01,2012/06/01,1,1,1,2680,2680,2680,2680,2680,,,,2680,,,,20s,2003,3,2,Monday
113,80011331,no reply,F,23,original,1,1,1,2003/01/31,silver card (classic),general payer1,working,unmarried,0,0,0,0,0,2019/01/16,,39610,,,30320,,,,,4250,,39610,,,30320,,,,,4250,30320,39610,4250,30320,39610,4250,3,2011/07/01,2010/11/01,3,3,3,39610,4250,24726,24726,4250,30320,39610,,4250,,,,20s,2003,1,6,Friday
114,80011419,no reply,M,19,original,1,0,0,2003/01/18,silver card (classic),student,not working,unmarried,0,0,0,0,0,2019/01/16,,3990,,,2300,,,,,2640,,3990,,,2300,,,,,2640,2300,3990,2640,2300,3990,2640,3,2012/04/01,2010/04/01,3,3,3,3990,2300,2976,2976,2640,,,,,2300,3990,2640,10s,2003,1,7,Saturday
115,80011572,no reply,F,37,original,1,1,0,2003/03/27,silver card,,not working,married,0,0,0,0,0,2019/03/16,10380,11145,,,7480,18310,,30820,,25155,10380,25470,,,7480,18310,,30820,,23340,22582.5,11145,26970,23340,25470,26970,10,2012/11/01,2010/05/01,3,7,6,30820,2890,16188,20235,23340,38070,28690,,,48810,33710,12600,30s,2003,3,5,Thursday
116,80011630,reply,M,38,affiliated card B,1,1,1,2003/04/05,gold card,general payer1,working,unmarried,0,0,0,0,0,2019/04/16,,26116,19360,36365,,,,,,41783,,49480,19360,53090,,,,,,17780,30696.7,26116.7,41783.3,19360,49480,17780,9,2012/10/01,2010/04/01,3,5,4,85640,3540,32865,32865,17780,17780,49480,19640,19360,103890,,85640,30s,2003,4,7,Saturday
117,80011731,no reply,F,35,affiliated card C,1,1,1,2003/03/28,platinum loyal card,general payer1,working,unmarried,0,0,0,0,0,2019/03/16,,,29630,20253,22802,,,,,56730,,,29630,45100,7210,,,,,81280,29572.5,,81280,52310,,81280,11,2012/09/01,2010/04/01,2,8,4,81280,5760,28896,39732,52310,,58030,15000,153880,38640,52310,,30s,2003,3,6,Friday
118,80011863,no reply,M,32,affiliated card B,1,1,0,2003/02/06,gold card,general payer1,working,married,0,0,0,0,0,2019/02/16,,29360,,19520,,,,,,43510,,17070,,19520,,,,,,43510,19520,29360,43510,19520,17070,43510,5,2011/12/01,2010/03/01,3,3,3,43510,17070,30222,30222,17070,43510,32860,,,36590,38150,,30s,2003,2,5,Thursday
119,80011884,no reply,F,16,affiliated card A,1,0,0,2003/03/23,silver card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,2980,,2730,,,,,,,,2980,,2730,,,,,,,2730,2980,,2730,2980,,2,2012/10/01,2012/09/01,2,2,2,2980,2730,2855,2855,2980,2980,,,,,2730,,10s,2003,3,1,Sunday
120,80012027,no reply,M,30,affiliated card C,1,1,0,2003/01/12,silver card (classic),part time job,working,unmarried,0,0,0,0,0,2019/01/16,,14450,,10765,,,,,,3360,,14450,,12300,,,,,,3360,10765,14450,3360,12300,14450,3360,4,2012/07/01,2011/06/01,3,4,3,14450,3360,9835,9835,14450,,,9230,,3360,,26750,30s,2003,1,1,Sunday
121,80012064,no reply,F,29,affiliated card B,1,0,0,2003/01/04,gold card(superior),part time job,working,unmarried,0,0,0,0,0,2019/01/16,10260,,,6365,,,,,,,10260,,,5330,,,,,,,7663.33,,,5330,,,3,2011/12/01,2010/10/01,1,2,2,10260,5330,7663,7663,5330,,10260,,7400,5330,,,20s,2003,1,7,Saturday
122,80012124,no reply,F,46,affiliated card C,1,1,0,2003/03/01,silver card,,not working,married,0,0,0,0,0,2019/02/16,,27024,,11760,,11460,,,17880,,,41800,,11760,,11460,,,17880,,20550,27024.3,,11460,41800,,10,2012/11/01,2010/03/01,2,4,4,69290,3260,23027,28783,41800,17640,3260,69290,,87830,,52250,40s,2003,3,7,Saturday
123,80012287,no reply,M,24,original,1,1,0,2003/01/07,silver card (classic),student,not working,unmarried,0,0,0,0,0,2019/01/16,,,6740,,6280,,,,,2700,,,6740,,6280,,,,,2700,6510,,2700,6280,,2700,3,2012/03/01,2010/03/01,2,3,3,6740,2700,5240,5240,2700,6740,6280,,,2700,,,20s,2003,1,3,Tuesday
124,80012362,no reply,F,30,affiliated card B,1,0,0,2003/02/25,silver card,general payer1,working,unmarried,0,0,0,0,0,2019/02/16,,40750,,6197,12425,52040,2460,,56740,21840,,40750,,4090,19180,52040,2460,,56740,21840,20110,40750,21840,60830,40750,21840,11,2012/09/01,2010/05/01,3,10,7,56740,2460,20315,22347,60830,,66260,65840,19180,8130,64060,,30s,2003,2,3,Tuesday
125,80012377,no reply,M,16,affiliated card A,1,1,0,2003/01/27,loyal(platinum)card,student,not working,unmarried,0,0,0,0,0,2019/01/16,,,,3690,,3580,,,6030,,,,,3690,,3580,,,6030,,4433.33,,,3690,,,3,2012/10/01,2010/09/01,1,3,3,6030,3580,4433,4433,3690,3690,3580,6030,,,,,10s,2003,1,2,Monday
126,80012394,no reply,F,28,affiliated card A,0,0,0,2003/03/16,silver card,part time job,working,unmarried,0,0,0,0,0,2019/03/16,2320,10305,4330,,15400,,,,2070,,2320,16560,4330,,15400,,,,2070,,6030,10305,,2070,16560,,6,2012/09/01,2010/09/01,2,5,5,16560,2070,7455,7455,2070,4330,,4050,,18880,2070,15400,20s,2003,3,1,Sunday
127,80012517,no reply,F,42,affiliated card A,1,0,0,2003/03/02,silver card,,not working,married,0,0,0,0,0,2019/03/16,22480,32920,43760,22580,,8160,31220,,,34880,22480,53300,43760,22580,,8160,2140,,,5700,28647.5,32920,,43760,53300,,10,2012/11/01,2010/08/01,2,7,7,64060,2140,29502,29502,43760,22480,75880,66200,5700,43760,12540,68460,40s,2003,3,1,Sunday
128,80012572,no reply,M,32,affiliated card B,1,0,0,2003/02/21,loyal card,general payer1,working,unmarried,0,0,0,0,0,2019/02/16,,52820,,22350,,,,,,5240,,35680,,22350,,,,,,5240,22350,52820,5240,22350,35680,5240,5,2012/04/01,2010/07/01,3,3,3,109870,5240,37210,46512,22350,18150,,,,109870,,58030,30s,2003,2,6,Friday
129,80012596,no reply,M,31,affiliated card A,1,0,1,2003/02/24,gold card,general payer1,working,unmarried,0,0,0,0,0,2019/02/16,,5970,,20420,16940,,,,,65060,,5970,,20420,16940,,,,,106960,18680,5970,65060,16940,5970,106960,5,2012/09/01,2011/02/01,3,4,4,106960,5970,34690,43362,16940,,20420,106960,29130,,16940,,30s,2003,2,2,Monday
130,80012813,no reply,M,45,affiliated card C,1,0,1,2003/02/06,gold card,doctor,working,unmarried,0,0,0,0,0,2019/02/16,,,,150210,,,,,,37765,,,,150210,,,,,,30560,90385,,44970,30560,,44970,3,2012/10/01,2010/12/01,2,3,2,150210,30560,75246,75246,30560,30560,,44970,,150210,,,40s,2003,2,5,Thursday
131,80012920,no reply,M,55,original,1,1,0,2003/01/06,gold card(superior),sole proprietorship,working,married,0,0,0,0,0,2019/01/16,,40190,122760,135515,,,,,56500,70435,,45990,122760,136850,,,,,56500,29100,112573,40190,70435,136850,45990,29100,9,2012/08/01,2010/04/01,3,6,5,136850,29100,79081,79081,136850,,,165950,111770,120570,122760,190680,50s,2003,1,2,Monday
132,80012940,no reply,F,37,original,1,0,0,2003/02/20,gold card,,not working,married,0,0,0,0,0,2019/02/16,,33126,,,,,,,,3975,,36030,,,,,,,,3240,,33126.7,3975,,36030,3240,5,2012/04/01,2010/04/01,2,2,2,61340,2010,21466,21466,36030,,,61340,,5250,,40740,30s,2003,2,5,Thursday
133,80013358,no reply,F,44,original,1,0,0,2003/01/22,silver card (classic),general payer1,working,married,0,0,0,0,0,2019/01/16,37010,25420,32235,4460,23200,,,16370,,49500,37010,25420,26810,4460,23200,,,2500,,49500,23125.7,25420,49500,26810,25420,49500,9,2012/11/01,2010/06/01,3,8,7,49500,2500,26311,29600,49500,,104910,,6960,49500,26810,48620,40s,2003,1,4,Wednesday
134,80013475,no reply,F,27,affiliated card A,0,1,0,2003/03/24,gold card,part time job,working,unmarried,0,0,0,0,0,2019/03/16,,4660,,,,,,,,,,7200,,,,,,,,,,4660,,,7200,,2,2010/08/01,2010/07/01,1,1,1,7200,2120,4660,4660,7200,,,,,2120,,7200,20s,2003,3,2,Monday
135,80013744,no reply,F,28,affiliated card A,0,1,1,2003/04/02,platinum card,,not working,married,0,0,0,0,0,2019/04/16,,14605,,19840,18050,,,,,22330,,20090,,19840,18050,,,,,45580,18945,14605,22330,18050,20090,45580,8,2012/08/01,2010/05/01,3,4,4,45580,3150,19552,19552,45580,,3150,62550,29210,23620,37890,,20s,2003,4,4,Wednesday
136,80013805,no reply,F,27,original,0,0,0,2003/03/02,silver card,general payer1,working,unmarried,0,0,0,0,0,2019/03/16,,14185,,12446,,,,,,,,18610,,7010,,,,,,,12446.7,14185,,7010,18610,,5,2012/09/01,2011/04/01,2,3,2,19340,7010,13142,13142,18610,19340,9760,7010,10990,,18610,,20s,2003,3,1,Sunday
137,80013946,no reply,F,31,affiliated card A,1,0,0,2003/03/12,gold card,general payer1,working,married,0,0,0,0,0,2019/03/16,,,6690,26625,,,,,,,,,6690,47430,,,,,,,19980,,,47430,,,3,2012/07/01,2010/05/01,1,3,2,47430,5820,19980,19980,47430,,,6690,,,5820,47430,30s,2003,3,4,Wednesday
138,80013979,no reply,F,49,original,1,1,1,2003/04/03,silver card,part time job,working,unmarried,0,0,0,0,0,2019/04/16,,5235,10415,,6366,,,,,,,3400,15110,,4460,,,,,,7986,5235,,4460,3400,,7,2012/11/01,2011/02/01,2,4,3,15110,2570,7200,8400,4460,,23760,,15110,4460,,7070,40s,2003,4,5,Thursday
139,80014168,no reply,M,35,affiliated card B,0,0,0,2003/01/08,silver card (classic),,not working,unmarried,0,0,0,0,0,2019/01/16,,2770,,53220,,,,,,,,2770,,74530,,,,,,,53220,2770,,74530,2770,,3,2012/07/01,2010/03/01,2,3,2,74530,2770,36403,36403,74530,31910,,,,,,77300,30s,2003,1,4,Wednesday
140,80014221,no reply,F,47,affiliated card A,1,1,0,2003/01/31,silver card (classic),general payer1,working,unmarried,0,0,0,0,0,2019/01/16,2060,53430,,22340,90690,14050,,19150,3530,27303,2060,19620,,46560,90690,14050,,19150,3530,38870,29280,53430,27303.3,2060,19620,38870,17,2012/08/01,2010/03/01,3,12,8,90690,2060,26605,37690,58490,101290,24310,116790,10810,139430,46760,12900,40s,2003,1,6,Friday
141,80014531,no reply,F,24,affiliated card B,1,1,1,2003/01/12,gold card(superior),student,not working,unmarried,0,0,0,0,0,2019/01/16,,4023,2510,,,,,,2890,3330,,2220,2510,,,,,,2890,3330,2700,4023.33,3330,2510,2220,3330,6,2012/04/01,2010/12/01,3,4,4,7060,2220,3466,3466,2510,2220,3330,7060,2790,2890,,2510,20s,2003,1,1,Sunday
142,80014580,reply,F,26,original,1,0,1,2003/01/26,loyal(platinum)card,general payer1,working,married,3,5,5,5,2,2019/01/16,,58500,,31760,,,,,,16196,,58500,,31760,,,,,,3300,31760,58500,16196.7,31760,58500,3300,5,2011/09/01,2010/03/01,3,3,3,58500,3300,27770,27770,31760,58500,27170,3300,,49880,,,20s,2003,1,1,Sunday
